תאריך,יום,שעה (עגולה),מספר קו,שם הקו,route_id,כיוון,אלטרנטיבה,חברה (agency_name),סוג מסלול (route_type),עיר מוצא,תחנת מוצא,עיר יעד,תחנת יעד,כמות תחנות,אורך מסלול (קמ),זמן יציאה מתוכנן,זמן הגעה מתוכנן,משך מתוכנן (דק),משך בפועל (דק),הפרש (דק),מהירות מתוכננת (קמש),מהירות בפועל (קמש),מזהה SIRI
05/01/2024,שישי,06:00,126,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-2#,9867,2,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,53,18.392,06:40:00,07:42:08,62,71,9,17.8,15.5,58618922
05/01/2024,שישי,06:00,171,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-2#,9873,2,#,אגד,אוטובוס,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,39,17.879,06:40:00,07:26:59,47,58,11,22.8,18.5,58618924
05/01/2024,שישי,06:00,8,מסוף הטייסים-תל אביב יפו<->קלצ'קין-תל אביב יפו-20,16077,2,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,קלצ'קין,40,13.584,06:44:00,07:36:59,53,72,19,15.4,11.3,58618928
05/01/2024,שישי,06:00,605,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית נתניה-נתניה-2#,712,2,#,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,נתניה,ת. מרכזית נתניה,30,31.614,06:30:00,07:26:08,56,53,-3,33.9,35.8,58618945
05/01/2024,שישי,06:00,57,איצטדיון וינטר-רמת גן<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2504,2,0,דן,אוטובוס,רמת גן,איצטדיון וינטר,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,37,12.194,06:45:00,07:31:03,46,53,7,15.9,13.8,58618973
05/01/2024,שישי,06:00,63,מסוף אלוף שדה-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2519,2,0,דן,אוטובוס,רמת גן,מסוף אלוף שדה,תל אביב יפו,מסוף כרמלית/הורדה,33,11.318,06:45:00,07:25:59,41,73,32,16.6,9.3,58618974
05/01/2024,שישי,06:00,70,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2544,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,22,10.91,06:40:00,07:06:36,27,28,1,24.2,23.4,58618975
05/01/2024,שישי,06:00,82,בית רבקה-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,2566,1,0,דן,אוטובוס,פתח תקווה,בית רבקה,תל אביב יפו,מסוף כרמלית/הורדה,42,15.539,06:45:00,07:32:59,48,67,19,19.4,13.9,58618980
05/01/2024,שישי,06:00,2,פרופ' ישעיהו ליבוביץ'/הרב יעקב טראב-תל אביב יפו<->משמר הירדן/טורקוב-תל אביב יפו-20,27082,2,0,דן,אוטובוס,תל אביב יפו,פרופ' ישעיהו ליבוביץ'/הרב יעקב טראב,תל אביב יפו,משמר הירדן/טורקוב,51,17.727,06:45:00,07:43:59,59,67,8,18.0,15.9,58618986
05/01/2024,שישי,06:00,12,מסוף עתידים-תל אביב יפו<->קריית חינוך-תל אביב יפו-1#,23397,1,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף עתידים,תל אביב יפו,קריית חינוך,46,13.624,06:40:00,07:24:08,44,55,11,18.6,14.9,58618999
05/01/2024,שישי,06:00,351,רכבת/מסוף ביג - רציפים-אשדוד<->דבורה הנביאה/ראול ולנברג-תל אביב יפו-1#,16203,1,#,אלקטרה אפיקים,אוטובוס,אשדוד,רכבת/מסוף ביג - רציפים,תל אביב יפו,דבורה הנביאה/ראול ולנברג,51,50.497,06:45:00,08:21:59,97,120,23,31.2,25.2,58619016
05/01/2024,שישי,06:00,42,מסוף עתידים-תל אביב יפו<->ת.רק''ל הקוממיות/דרך בגין-בת ים-10,2454,1,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,בת ים,ת.רק''ל הקוממיות/דרך בגין,54,19.491,06:40:00,07:42:59,63,80,17,18.6,14.6,58619018
05/01/2024,שישי,06:00,51,ת. מרכזית פ''ת/רציפים-פתח תקווה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,2489,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,39,14.477,06:45:00,07:30:26,45,52,7,19.3,16.7,58619021
05/01/2024,שישי,06:00,52,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף עתידים-תל אביב יפו-10,2494,1,0,דן,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,תל אביב יפו,מסוף עתידים,32,11.272,06:40:00,07:17:06,37,52,15,18.3,13.0,58619022
05/01/2024,שישי,06:00,104,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,9791,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,37,12.102,06:45:00,07:30:16,45,57,12,16.1,12.7,58619032
05/01/2024,שישי,06:00,55,מסוף רדינג/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,974,1,0,מטרופולין,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,קרית אונו,מסוף קרית אונו,53,17.077,06:45:00,07:42:08,57,70,13,18.0,14.6,58619033
05/01/2024,שישי,06:00,55,מסוף קרית אונו-קרית אונו<->מסוף רדינג/הורדה-תל אביב יפו-20,976,2,0,מטרופולין,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף רדינג/הורדה,49,17.256,06:45:00,07:42:54,58,81,23,17.9,12.8,58619034
05/01/2024,שישי,06:00,909,ת. מרכזית נהריה/רציפים-נהריה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2נ,7188,2,נ,אגד,אוטובוס,נהריה,ת. מרכזית נהריה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,19,111.945,06:45:00,08:53:13,128,130,2,52.5,51.7,58619039
05/01/2024,שישי,06:00,68,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,987,1,0,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,קרית אונו,מסוף קרית אונו,43,18.865,06:45:00,07:34:41,50,60,10,22.6,18.9,58619040
05/01/2024,שישי,06:00,910,ת. מרכזית חוף הכרמל/רציפים בינעירוני-חיפה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,7192,2,#,אגד,אוטובוס,חיפה,ת. מרכזית חוף הכרמל/רציפים בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,22,84.623,06:45:00,08:15:08,90,83,-7,56.4,61.2,58619041
05/01/2024,שישי,06:00,19,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף אבי האסירים-ראשון לציון-20,2342,2,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,ראשון לציון,מסוף אבי האסירים,41,16.935,06:45:00,07:41:59,57,61,4,17.8,16.7,58619045
05/01/2024,שישי,06:00,16,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2323,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,44,12.966,06:45:00,07:33:59,49,59,10,15.9,13.2,58619046
05/01/2024,שישי,06:00,18,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2332,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,42,13.175,06:40:00,07:25:56,46,56,10,17.2,14.1,58619047
05/01/2024,שישי,06:00,289,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->חניון תמנע/תמנע-חולון-10,9823,1,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,חולון,חניון תמנע/תמנע,59,21.209,06:45:00,07:56:59,72,93,21,17.7,13.7,58619051
05/01/2024,שישי,06:00,126,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-1#,9866,1,#,מטרופולין,אוטובוס,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,52,18.813,06:40:00,07:40:59,61,70,9,18.5,16.1,58619052
05/01/2024,שישי,06:00,271,מסוף אונברסיטת ת''א-תל אביב יפו<->שדרות ירושלים/מפרץ שלמה-חולון-1#,9877,1,#,אגד,אוטובוס,תל אביב יפו,מסוף אונברסיטת ת''א,חולון,שדרות ירושלים/מפרץ שלמה,41,16.841,06:45:00,07:31:59,47,17,-30,21.5,59.4,58619059
05/01/2024,שישי,06:00,44,מסוף עתידים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,25955,1,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52,19.102,06:40:00,07:39:59,60,71,11,19.1,16.1,58619061
05/01/2024,שישי,06:00,501,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מסוף רעננה/דרך השרון-רעננה-2#,5193,2,#,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רעננה,מסוף רעננה/דרך השרון,41,22.151,06:45:00,07:42:23,57,70,13,23.3,19.0,58619072
05/01/2024,שישי,06:00,125,קריית חינוך-תל אביב יפו<->ת.רק''ל הקוממיות/דרך בגין-בת ים-10,2961,1,0,דן,אוטובוס,תל אביב יפו,קריית חינוך,בת ים,ת.רק''ל הקוממיות/דרך בגין,57,19.872,06:45:00,07:50:59,66,79,13,18.1,15.1,58619077
05/01/2024,שישי,06:00,48,מסוף כרמלית/הכרמל-תל אביב יפו<->דפנה/התדהר-רעננה-2#,7704,2,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,רעננה,דפנה/התדהר,60,23.815,06:45:00,08:04:58,80,98,18,17.9,14.6,58619094
05/01/2024,שישי,06:00,501,מסוף רעננה/רציפים-רעננה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,5189,1,#,מטרופולין,אוטובוס,רעננה,מסוף רעננה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,44,22.294,06:45:00,07:41:59,57,69,12,23.5,19.4,58619098
05/01/2024,שישי,06:00,193,ת. רכבת הראשונים-ראשון לציון<->מסוף רדינג/הורדה-תל אביב יפו-2#,25435,2,#,אגד,אוטובוס,ראשון לציון,ת. רכבת הראשונים,תל אביב יפו,מסוף רדינג/הורדה,35,23.169,06:45:00,07:36:59,52,59,7,26.7,23.6,58619103
05/01/2024,שישי,06:00,47,מסוף רעננה/הפנינה-רעננה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,7699,1,#,מטרופולין,אוטובוס,רעננה,מסוף רעננה/הפנינה,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,42,20.613,06:40:00,07:43:59,64,58,-6,19.3,21.3,58619121
05/01/2024,שישי,06:00,472,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->חבקוק/מרים הנביאה-ראש העין-20,14554,2,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,ראש העין,חבקוק/מרים הנביאה,47,29.262,06:45:00,07:54:26,69,64,-5,25.4,27.4,58619133
05/01/2024,שישי,06:00,405,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-3#,6941,3,#,אגד,אוטובוס,ירושלים,ת. מרכזית ירושלים קומה 3/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,4,51.238,06:45:00,07:33:59,49,49,0,62.7,62.7,58619136
05/01/2024,שישי,06:00,460,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->יוספטל-לוד-20,10954,2,0,קווים,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,לוד,יוספטל,29,24.564,06:45:00,07:22:13,37,45,8,39.8,32.8,58619151
05/01/2024,שישי,06:00,7,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->מסוף וולפסון-חולון-10,2275,1,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,חולון,מסוף וולפסון,53,16.716,06:45:00,07:38:59,54,74,20,18.6,13.6,58619175
05/01/2024,שישי,06:00,7,בי''ח וולפסון-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2276,2,0,דן,אוטובוס,חולון,בי''ח וולפסון,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,50,16.333,06:45:00,07:37:00,52,70,18,18.8,14.0,58619176
05/01/2024,שישי,06:00,320,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,68,1,#,אלקטרה אפיקים,אוטובוס,אשדוד,ת. מרכזית אשדוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,19,36.766,06:45:00,07:33:59,49,45,-4,45.0,49.0,58619181
05/01/2024,שישי,06:00,836,ת. מרכזית טבריה/רציפים-טבריה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,7112,2,#,אגד,אוטובוס,טבריה,ת. מרכזית טבריה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,41,126.285,06:45:00,08:53:59,129,135,6,58.7,56.1,58619183
05/01/2024,שישי,06:00,33,מסוף רדינג/רציפים-תל אביב יפו<->איצטדיון וינטר-רמת גן-10,9775,1,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,רמת גן,איצטדיון וינטר,42,15.068,06:45:00,07:44:20,59,73,14,15.3,12.4,58619184
05/01/2024,שישי,06:00,89,מסוף קריית שרת-חולון<->משמר הירדן/טורקוב-תל אביב יפו-20,9788,2,0,דן,אוטובוס,חולון,מסוף קריית שרת,תל אביב יפו,משמר הירדן/טורקוב,49,19.583,06:45:00,07:43:59,59,78,19,19.9,15.1,58619185
05/01/2024,שישי,06:00,451,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית רמלה/הורדה-רמלה-20,11934,2,0,קווים,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רמלה,ת. מרכזית רמלה/הורדה,29,19.769,06:45:00,07:20:59,36,47,11,32.9,25.2,58619206
05/01/2024,שישי,06:00,461,ת. מרכזית לוד/רציפים-לוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,11941,1,0,קווים,אוטובוס,לוד,ת. מרכזית לוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,40,23.12,06:40:00,07:26:59,47,45,-2,29.5,30.8,58619207
05/01/2024,שישי,06:00,605,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,711,1,#,מטרופולין,אוטובוס,נתניה,ת. מרכזית נתניה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,33,31.636,06:45:00,07:44:29,59,52,-7,32.2,36.5,58619209
05/01/2024,שישי,06:00,116,מסוף קרית אונו-קרית אונו<->קלצ'קין-תל אביב יפו-20,34620,2,0,דן,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,קלצ'קין,32,17.044,06:45:00,07:30:29,45,60,15,22.7,17.0,58619210
05/01/2024,שישי,06:00,46,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,21189,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,48,15.233,06:45:00,07:36:59,52,69,17,17.6,13.2,58619214
05/01/2024,שישי,06:00,46,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,21188,1,0,דן,אוטובוס,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,בת ים,מסוף בית העלמין/הורדה,50,15.169,06:45:00,07:36:50,52,79,27,17.5,11.5,58619215
05/01/2024,שישי,06:00,369,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית באר שבע/הורדה-באר שבע-1#,8151,1,#,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,באר שבע,ת.מרכזית באר שבע/הורדה,35,102.691,06:45:00,08:53:59,129,130,1,47.8,47.4,58619225
05/01/2024,שישי,06:00,28,מסוף קרית אונו-קרית אונו<->מסוף גולדה/הורדה-תל אביב יפו-20,27304,2,0,דן,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף גולדה/הורדה,50,15.108,06:45:00,07:32:03,47,76,29,19.3,11.9,58619234
05/01/2024,שישי,06:00,163,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית ראשל''צ-ראשון לציון-1#,3313,1,#,אגד,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,ראשון לציון,ת. מרכזית ראשל''צ,39,18.547,06:45:00,07:34:00,49,48,-1,22.7,23.2,58619236
05/01/2024,שישי,06:00,301,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית אשקלון/הורדה-אשקלון-1#,7396,1,#,אגד,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,אשקלון,ת.מרכזית אשקלון/הורדה,69,63.5,06:45:00,08:33:13,108,128,20,35.3,29.8,58619265
05/01/2024,שישי,06:00,61,הכובשים/דניאל-תל אביב יפו<->מסוף עמידר-רמת גן-10,2510,1,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף עמידר,38,11.718,06:46:00,07:25:26,39,59,20,18.0,11.9,58619268
05/01/2024,שישי,06:00,3,דרך הטייסים/דרך בר לב-תל אביב יפו<->בית העלמין/קרית שאול-תל אביב יפו-20,27084,2,0,דן,אוטובוס,תל אביב יפו,דרך הטייסים/דרך בר לב,תל אביב יפו,בית העלמין/קרית שאול,54,17.978,06:40:00,07:42:59,63,72,9,17.1,15.0,58619269
05/01/2024,שישי,06:00,168,מסוף כרמלית-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,1027,1,0,מטרופולין,אוטובוס,תל אביב יפו,מסוף כרמלית,קרית אונו,מסוף קרית אונו,37,14.307,06:30:00,07:14:48,45,59,14,19.1,14.5,58619279
05/01/2024,שישי,06:00,236,מסוף כרמלית-תל אביב יפו<->מסוף אור יהודה-אור יהודה-10,1034,1,0,קווים,אוטובוס,תל אביב יפו,מסוף כרמלית,אור יהודה,מסוף אור יהודה,34,13.558,06:45:00,07:29:21,44,54,10,18.5,15.1,58619281
05/01/2024,שישי,06:00,13,בי''ח וולפסון-חולון<->בית ברבור/דרך ההגנה-תל אביב יפו-2#,36504,2,#,מטרופולין,אוטובוס,חולון,בי''ח וולפסון,תל אביב יפו,בית ברבור/דרך ההגנה,44,12.751,06:45:00,07:41:59,57,56,-1,13.4,13.7,58619285
05/01/2024,שישי,06:00,205,מסוף יהוד/הורדה-יהוד מונוסון<->מסוף עתידים-תל אביב יפו-10,27899,1,0,קווים,אוטובוס,יהוד מונוסון,מסוף יהוד/הורדה,תל אביב יפו,מסוף עתידים,29,16.044,06:30:00,07:07:26,37,47,10,26.0,20.5,58619291
05/01/2024,שישי,06:00,236,החרושת/מעלה המגדל-אור יהודה<->מסוף כרמלית/הורדה-תל אביב יפו-20,1035,2,0,קווים,אוטובוס,אור יהודה,החרושת/מעלה המגדל,תל אביב יפו,מסוף כרמלית/הורדה,36,13.37,06:45:00,07:26:59,42,52,10,19.1,15.4,58619314
05/01/2024,שישי,06:00,25,חניון אגד/חורשת היובל-חולון<->קלצ'קין-תל אביב יפו-20,2379,2,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,קלצ'קין,59,20.087,06:42:00,07:50:38,69,77,8,17.5,15.7,58619316
05/01/2024,שישי,06:00,5,ת. רכבת תל אביב סבידור/על פרשת דרכים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,2259,1,0,דן,אוטובוס,תל אביב יפו,ת. רכבת תל אביב סבידור/על פרשת דרכים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,35,10.959,06:42:00,07:27:04,45,57,12,14.6,11.5,58619332
05/01/2024,שישי,06:00,10,חניון אגד/חורשת היובל-חולון<->מסוף אזורי חן-תל אביב יפו-20,2299,2,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,מסוף אזורי חן,59,20.266,06:47:00,07:49:59,63,70,7,19.3,17.4,58619333
05/01/2024,שישי,06:00,601,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. רכבת נתניה-נתניה-2#,700,2,#,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,נתניה,ת. רכבת נתניה,45,33.224,06:40:00,07:45:59,66,371,305,30.2,5.4,58619335
05/01/2024,שישי,06:00,274,כביש 40/גבעת ברנר-קרית עקרון<->קלצ'קין-תל אביב יפו-2#,3383,2,#,אגד,אוטובוס,קרית עקרון,כביש 40/גבעת ברנר,תל אביב יפו,קלצ'קין,49,32.118,06:40:00,07:51:48,72,89,17,26.8,21.7,58619338
05/01/2024,שישי,06:00,66,ת. מרכזית פ''ת/רציפים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,2532,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,מסוף כרמלית/הורדה,42,15.464,06:48:00,07:37:06,49,63,14,18.9,14.7,58619350
05/01/2024,שישי,06:00,266,מסוף עתידים-תל אביב יפו<->בית רבקה-פתח תקווה-20,16216,2,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,פתח תקווה,בית רבקה,37,13.723,06:45:00,07:23:59,39,60,21,21.1,13.7,58619358
05/01/2024,שישי,06:00,36,מסוף רדינג/רציפים-תל אביב יפו<->החרושת/מסוף אור יהודה-אור יהודה-10,960,1,0,קווים,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,אור יהודה,החרושת/מסוף אור יהודה,42,15.728,06:48:00,07:37:59,50,60,10,18.9,15.7,58619362
05/01/2024,שישי,06:00,16,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->יוסף לוי/הכובשים-תל אביב יפו-20,2324,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,יוסף לוי/הכובשים,44,13.285,06:48:00,07:41:54,54,61,7,14.8,13.1,58619363
05/01/2024,שישי,06:00,172,חניון תמנע-חולון<->מסוף רדינג/הורדה-תל אביב יפו-20,9809,2,0,דן,אוטובוס,חולון,חניון תמנע,תל אביב יפו,מסוף רדינג/הורדה,55,16.963,06:48:00,07:48:11,60,79,19,17.0,12.9,58619367
05/01/2024,שישי,06:00,125,ת.רק''ל הקוממיות/דרך בגין-בת ים<->קריית חינוך-תל אביב יפו-20,2963,2,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,קריית חינוך,57,19.918,06:48:00,07:54:38,67,83,16,17.8,14.4,58619372
05/01/2024,שישי,06:00,347,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->דפנה/התדהר-רעננה-2#,10934,2,#,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רעננה,דפנה/התדהר,31,23.384,06:45:00,07:39:59,55,47,-8,25.5,29.9,58619380
05/01/2024,שישי,06:00,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2256,2,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34,10.239,06:48:00,07:24:34,37,48,11,16.6,12.8,58619388
05/01/2024,שישי,06:00,7,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->מסוף עתידים-תל אביב יפו-20,2280,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,מסוף עתידים,53,14.987,06:30:00,07:22:59,53,67,14,17.0,13.4,58619389
05/01/2024,שישי,06:00,369,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,8162,2,#,מטרופולין,אוטובוס,באר שבע,ת.מרכזית באר שבע/רציפים בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,34,102.976,06:45:00,08:40:01,115,129,14,53.7,47.9,58619392
05/01/2024,שישי,06:00,300,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית אשקלון/הורדה-אשקלון-1#,7393,1,#,אגד,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,אשקלון,ת.מרכזית אשקלון/הורדה,18,53.817,06:45:00,07:40:59,56,53,-3,57.7,60.9,58619402
05/01/2024,שישי,06:00,3,בית העלמין/קרית שאול-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,27083,1,0,דן,אוטובוס,תל אביב יפו,בית העלמין/קרית שאול,תל אביב יפו,מסוף הטייסים,54,18.114,06:45:00,07:49:26,64,82,18,17.0,13.3,58619407
05/01/2024,שישי,06:00,54,מסוף כרמלית-תל אביב יפו<->מסוף עתידים-תל אביב יפו-10,10276,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,תל אביב יפו,מסוף עתידים,44,14.351,06:50:00,07:38:58,49,68,19,17.6,12.7,58619431
05/01/2024,שישי,06:00,82,הכובשים/דניאל-תל אביב יפו<->בית רבקה-פתח תקווה-20,2567,2,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,פתח תקווה,בית רבקה,44,15.191,06:50:00,07:37:59,48,72,24,19.0,12.7,58619454
05/01/2024,שישי,06:00,40,חניון אגד/חורשת היובל-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2450,2,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,47,18.185,06:50:00,07:47:06,57,68,11,19.1,16.0,58619482
05/01/2024,שישי,06:00,69,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-20,993,2,0,קווים,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,33,12.468,06:45:00,07:17:59,33,33,0,22.7,22.7,58619496
