תאריך,יום,שעה (עגולה),מספר קו,שם הקו,route_id,כיוון,אלטרנטיבה,חברה (agency_name),סוג מסלול (route_type),עיר מוצא,תחנת מוצא,עיר יעד,תחנת יעד,כמות תחנות,אורך מסלול (קמ),זמן יציאה מתוכנן,זמן הגעה מתוכנן,משך מתוכנן (דק),משך בפועל (דק),הפרש (דק),מהירות מתוכננת (קמש),מהירות בפועל (קמש),מזהה SIRI
05/01/2024,שישי,03:00,201,ת. מרכזית רחובות/רציפים-רחובות<->יוסף לוי/הכובשים-תל אביב יפו-2#,3356,2,#,אגד,אוטובוס,רחובות,ת. מרכזית רחובות/רציפים,תל אביב יפו,יוסף לוי/הכובשים,55,25.904,03:20:00,04:29:44,70,73,3,22.2,21.3,58602452
05/01/2024,שישי,03:00,274,כביש 40/גבעת ברנר-קרית עקרון<->קלצ'קין-תל אביב יפו-2#,3383,2,#,אגד,אוטובוס,קרית עקרון,כביש 40/גבעת ברנר,תל אביב יפו,קלצ'קין,49,32.118,03:20:00,04:31:48,72,69,-3,26.8,27.9,58602453
05/01/2024,שישי,03:00,7,בי''ח וולפסון-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2276,2,0,דן,אוטובוס,חולון,בי''ח וולפסון,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,50,16.333,03:20:00,04:12:00,52,72,20,18.8,13.6,58602465
05/01/2024,שישי,03:00,18,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2332,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,42,13.175,03:20:00,04:05:56,46,59,13,17.2,13.4,58602472
05/01/2024,שישי,03:00,605,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,711,1,#,מטרופולין,אוטובוס,נתניה,ת. מרכזית נתניה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,33,31.636,03:20:00,04:19:29,59,,,32.2,,58602476
05/01/2024,שישי,03:00,10,חניון אגד/חורשת היובל-חולון<->מסוף אזורי חן-תל אביב יפו-20,2299,2,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,מסוף אזורי חן,59,20.266,03:20:00,04:22:59,63,64,1,19.3,19.0,58602486
05/01/2024,שישי,03:00,57,ת. רכבת אוניברסיטה/איסוף-תל אביב יפו<->איצטדיון וינטר-רמת גן-10,2502,1,0,דן,אוטובוס,תל אביב יפו,ת. רכבת אוניברסיטה/איסוף,רמת גן,איצטדיון וינטר,40,12.141,03:25:00,04:09:59,45,46,1,16.2,15.8,58602509
05/01/2024,שישי,03:00,82,בית רבקה-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,2566,1,0,דן,אוטובוס,פתח תקווה,בית רבקה,תל אביב יפו,מסוף כרמלית/הורדה,42,15.539,03:25:00,04:12:59,48,54,6,19.4,17.3,58602512
05/01/2024,שישי,03:00,31,בית העלמין/חזון אי''ש-בני ברק<->יוסף לוי/הכובשים-תל אביב יפו-20,2419,2,0,דן,אוטובוס,בני ברק,בית העלמין/חזון אי''ש,תל אביב יפו,יוסף לוי/הכובשים,34,11.814,03:25:00,04:08:59,44,41,-3,16.1,17.3,58602516
05/01/2024,שישי,03:00,42,ת.רק''ל הקוממיות/דרך בגין-בת ים<->מסוף עתידים-תל אביב יפו-20,2457,2,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,מסוף עתידים,51,19.392,03:20:00,04:26:59,67,9,-58,17.4,129.3,58602517
05/01/2024,שישי,03:00,37,הרצל / טרומפלדור-יהוד מונוסון<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,968,2,0,קווים,אוטובוס,יהוד מונוסון,הרצל / טרומפלדור,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,36,15.153,03:20:00,03:55:51,36,33,-3,25.3,27.6,58602518
05/01/2024,שישי,03:00,36,החרושת/מעלה המגדל-אור יהודה<->מסוף רדינג/הורדה-תל אביב יפו-20,963,2,0,קווים,אוטובוס,אור יהודה,החרושת/מעלה המגדל,תל אביב יפו,מסוף רדינג/הורדה,42,15.534,03:25:00,04:12:59,48,52,4,19.4,17.9,58602519
05/01/2024,שישי,03:00,68,מסוף קרית אונו-קרית אונו<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,989,2,0,מטרופולין,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,39,18.759,03:20:00,04:09:58,50,50,0,22.5,22.5,58602521
05/01/2024,שישי,03:00,16,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2323,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,44,12.966,03:25:00,04:13:59,49,49,0,15.9,15.9,58602523
05/01/2024,שישי,03:00,16,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->יוסף לוי/הכובשים-תל אביב יפו-20,2324,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,יוסף לוי/הכובשים,44,13.285,03:25:00,04:18:54,54,48,-6,14.8,16.6,58602524
05/01/2024,שישי,03:00,44,משרד הרישוי/הלוחמים-חולון<->מסוף עתידים-תל אביב יפו-20,25956,2,0,דן,אוטובוס,חולון,משרד הרישוי/הלוחמים,תל אביב יפו,מסוף עתידים,51,19.522,03:25:00,04:26:01,61,65,4,19.2,18.0,58602527
05/01/2024,שישי,03:00,186,מגרש כדורגל-אריאל<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-11,9252,1,1,תנופה,אוטובוס,אריאל,מגרש כדורגל,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,64,52.195,03:20:00,05:08:34,109,97,-12,28.7,32.3,58602539
05/01/2024,שישי,03:00,475,ת. מרכזית לוד/רציפים-לוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,10980,1,0,קווים,אוטובוס,לוד,ת. מרכזית לוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,34,21.461,03:25:00,04:04:04,39,39,0,33.0,33.0,58602547
05/01/2024,שישי,03:00,7,מסוף עתידים-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2278,1,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,51,14.727,03:20:00,04:11:59,52,5,-47,17.0,176.7,58602551
05/01/2024,שישי,03:00,7,מסוף עתידים-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2278,1,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,51,14.727,03:20:00,04:11:59,52,59,7,17.0,15.0,58602552
05/01/2024,שישי,03:00,201,יצחק אלחנן/הכובשים-תל אביב יפו<->ת. מרכזית רחובות/רציפים-רחובות-1#,3354,1,#,אגד,אוטובוס,תל אביב יפו,יצחק אלחנן/הכובשים,רחובות,ת. מרכזית רחובות/רציפים,54,25.856,03:20:00,04:27:30,68,60,-8,22.8,25.9,58602557
05/01/2024,שישי,03:00,83,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,3173,2,#,אגד,אוטובוס,ראשון לציון,ת. מרכזית רשל''צ/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,57,20.505,03:20:00,04:27:13,67,60,-7,18.4,20.5,58602577
05/01/2024,שישי,03:00,60,מסוף עמידר-רמת גן<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,2509,2,0,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,23,8.623,03:30:00,03:59:20,29,28,-1,17.8,18.5,58602612
05/01/2024,שישי,03:00,57,איצטדיון וינטר-רמת גן<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2504,2,0,דן,אוטובוס,רמת גן,איצטדיון וינטר,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,37,12.194,03:30:00,04:16:03,46,44,-2,15.9,16.6,58602613
05/01/2024,שישי,03:00,61,הכובשים/דניאל-תל אביב יפו<->מסוף עמידר-רמת גן-10,2510,1,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף עמידר,38,11.718,03:30:00,04:09:26,39,48,9,18.0,14.6,58602614
05/01/2024,שישי,03:00,63,הכובשים/דניאל-תל אביב יפו<->מסוף אלוף שדה-רמת גן-10,2517,1,0,דן,אוטובוס,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף אלוף שדה,31,10.573,03:30:00,04:11:59,42,32,-10,15.1,19.8,58602615
05/01/2024,שישי,03:00,65,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2528,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,מסוף כרמלית/הורדה,40,13.358,03:30:00,04:16:50,47,50,3,17.1,16.0,58602616
05/01/2024,שישי,03:00,301,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,7400,2,#,אגד,אוטובוס,אשקלון,ת. מרכזית אשקלון רציפים/בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,66,62.851,03:30:00,05:16:11,106,98,-8,35.6,38.5,58602623
05/01/2024,שישי,03:00,2,פרופ' ישעיהו ליבוביץ'/הרב יעקב טראב-תל אביב יפו<->משמר הירדן/טורקוב-תל אביב יפו-20,27082,2,0,דן,אוטובוס,תל אביב יפו,פרופ' ישעיהו ליבוביץ'/הרב יעקב טראב,תל אביב יפו,משמר הירדן/טורקוב,51,17.727,03:30:00,04:28:59,59,52,-7,18.0,20.5,58602624
05/01/2024,שישי,03:00,34,ת. רכבת קרית אריה-פתח תקווה<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,2428,1,0,דן,אוטובוס,פתח תקווה,ת. רכבת קרית אריה,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52,18.145,03:30:00,04:31:59,62,56,-6,17.6,19.4,58602630
05/01/2024,שישי,03:00,31,מסוף כרמלית-תל אביב יפו<->יוסף לוי/הכובשים-תל אביב יפו-12,2417,1,2,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,תל אביב יפו,יוסף לוי/הכובשים,62,22.25,03:30:00,04:53:59,84,85,1,15.9,15.7,58602635
05/01/2024,שישי,03:00,41,ת. מרכזית פ''ת/רציפים-פתח תקווה<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,2451,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,60,24.124,03:30:00,04:35:59,66,69,3,21.9,21.0,58602637
05/01/2024,שישי,03:00,266,בית רבקה-פתח תקווה<->מסוף עתידים-תל אביב יפו-10,16214,1,0,דן,אוטובוס,פתח תקווה,בית רבקה,תל אביב יפו,מסוף עתידים,36,13.125,03:30:00,04:07:31,38,35,-3,20.7,22.5,58602639
05/01/2024,שישי,03:00,52,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף עתידים-תל אביב יפו-10,2494,1,0,דן,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,תל אביב יפו,מסוף עתידים,32,11.272,03:30:00,04:07:06,37,44,7,18.3,15.4,58602642
05/01/2024,שישי,03:00,104,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,9791,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,37,12.102,03:30:00,04:15:16,45,52,7,16.1,14.0,58602648
05/01/2024,שישי,03:00,23,מסוף כרמלית-תל אביב יפו<->מסוף כורזין-גבעתיים-10,2358,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,גבעתיים,מסוף כורזין,26,7.488,03:30:00,04:03:40,34,42,8,13.2,10.7,58602650
05/01/2024,שישי,03:00,18,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,2328,1,0,דן,אוטובוס,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,בת ים,מסוף בית העלמין/הורדה,44,13.55,03:30:00,04:14:40,45,57,12,18.1,14.3,58602651
05/01/2024,שישי,03:00,18,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2332,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,42,13.175,03:30:00,04:15:56,46,56,10,17.2,14.1,58602652
05/01/2024,שישי,03:00,25,מסוף אונברסיטת ת''א-תל אביב יפו<->חניון אגד/דן שומרון-חולון-10,2369,1,0,דן,אוטובוס,תל אביב יפו,מסוף אונברסיטת ת''א,חולון,חניון אגד/דן שומרון,62,20.05,03:30:00,04:38:59,69,74,5,17.4,16.3,58602655
05/01/2024,שישי,03:00,25,חניון אגד/חורשת היובל-חולון<->קלצ'קין-תל אביב יפו-20,2379,2,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,קלצ'קין,59,20.087,03:30:00,04:38:38,69,67,-2,17.5,18.0,58602656
05/01/2024,שישי,03:00,289,חניון תמנע-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,9824,2,0,דן,אוטובוס,חולון,חניון תמנע,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,54,20.539,03:30:00,04:37:43,68,61,-7,18.1,20.2,58602658
05/01/2024,שישי,03:00,172,מסוף רדינג/רציפים-תל אביב יפו<->חניון תמנע-חולון-10,9808,1,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,חולון,חניון תמנע,53,17.211,03:30:00,04:28:59,59,63,4,17.5,16.4,58602659
05/01/2024,שישי,03:00,126,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-2#,9867,2,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,53,18.392,03:30:00,04:32:08,62,70,8,17.8,15.8,58602660
05/01/2024,שישי,03:00,26,חניון חולון/תחנת מוצא-חולון<->קריית חינוך-תל אביב יפו-1#,9842,1,#,מטרופולין,אוטובוס,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,קריית חינוך,43,19.254,03:30:00,04:30:59,61,59,-2,18.9,19.6,58602661
05/01/2024,שישי,03:00,26,קריית חינוך-תל אביב יפו<->חניון אגד/דן שומרון-חולון-2#,9843,2,#,מטרופולין,אוטובוס,תל אביב יפו,קריית חינוך,חולון,חניון אגד/דן שומרון,47,20.464,03:30:00,04:35:09,65,27,-38,18.9,45.5,58602662
05/01/2024,שישי,03:00,125,קריית חינוך-תל אביב יפו<->ת.רק''ל הקוממיות/דרך בגין-בת ים-10,2961,1,0,דן,אוטובוס,תל אביב יפו,קריית חינוך,בת ים,ת.רק''ל הקוממיות/דרך בגין,57,19.872,03:30:00,04:35:59,66,61,-5,18.1,19.5,58602665
05/01/2024,שישי,03:00,138,ת. מרכזית פ''ת/רציפים-פתח תקווה<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-10,20849,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,32,12.258,03:30:00,04:08:59,39,40,1,18.9,18.4,58602670
05/01/2024,שישי,03:00,567,תחנה מרכזית כפ''ס/רציפים-כפר סבא<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,5250,1,#,מטרופולין,אוטובוס,כפר סבא,תחנה מרכזית כפ''ס/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,24,21.08,03:30:00,04:13:16,43,45,2,29.4,28.1,58602673
05/01/2024,שישי,03:00,632,קידמה/התמדה-חריש<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,25724,1,0,קווים,אוטובוס,חריש,קידמה/התמדה,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,56,68.615,03:30:00,05:20:59,111,99,-12,37.1,41.6,58602675
05/01/2024,שישי,03:00,23,מסוף כורזין-גבעתיים<->מסוף כרמלית/הורדה-תל אביב יפו-20,24224,2,0,דן,אוטובוס,גבעתיים,מסוף כורזין,תל אביב יפו,מסוף כרמלית/הורדה,22,7.32,03:30:00,04:01:59,32,30,-2,13.7,14.6,58602681
05/01/2024,שישי,03:00,921,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->ת. מרכזית חוף הכרמל/הורדה-חיפה-1#,19734,1,#,אגד,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,חיפה,ת. מרכזית חוף הכרמל/הורדה,81,92.433,03:30:00,05:35:59,126,149,23,44.0,37.2,58602683
05/01/2024,שישי,03:00,364,מסוף משה ארנס/רציפים-פתח תקווה<->מסוף גולדה/הורדה-תל אביב יפו-10,27998,1,0,אלקטרה אפיקים,אוטובוס,פתח תקווה,מסוף משה ארנס/רציפים,תל אביב יפו,מסוף גולדה/הורדה,42,17.63,03:30:00,04:21:59,52,48,-4,20.3,22.0,58602695
05/01/2024,שישי,03:00,83,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת. מרכזית ראשל''צ-ראשון לציון-1#,3170,1,#,אגד,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,ראשון לציון,ת. מרכזית ראשל''צ,61,20.129,03:30:00,04:43:59,74,67,-7,16.3,18.0,58602701
05/01/2024,שישי,03:00,472,חבקוק/מרים הנביאה-ראש העין<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,14553,1,0,אלקטרה אפיקים,אוטובוס,ראש העין,חבקוק/מרים הנביאה,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,49,28.126,03:30:00,04:39:59,70,53,-17,24.1,31.8,58602702
05/01/2024,שישי,03:00,24,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף קדמה-רמת השרון-1#,22825,1,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,רמת השרון,מסוף קדמה,56,19.678,03:30:00,04:36:59,67,54,-13,17.6,21.9,58602715
05/01/2024,שישי,03:00,825,ת.מרכזית עפולה/רציפים-עפולה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,7070,2,#,אגד,אוטובוס,עפולה,ת.מרכזית עפולה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,31,89.284,03:30:00,05:17:59,108,102,-6,49.6,52.5,58602719
05/01/2024,שישי,03:00,852,ת. רכבת קיסריה פרדס חנה-פרדס חנה כרכור<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2ז,27588,2,ז,אגד,אוטובוס,פרדס חנה כרכור,ת. רכבת קיסריה פרדס חנה,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,60,61.093,03:30:00,05:06:59,97,99,2,37.8,37.0,58602720
05/01/2024,שישי,03:00,6,חניון אגד/חורשת היובל-חולון<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,2270,1,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,47,13.926,03:30:00,04:24:59,55,37,-18,15.2,22.6,58602722
05/01/2024,שישי,03:00,4,מסוף רדינג/רציפים-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,2255,1,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,תל אביב יפו,מסוף הטייסים,33,10.605,03:30:00,04:06:59,37,43,6,17.2,14.8,58602723
05/01/2024,שישי,03:00,9,קריית חינוך-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,2293,1,0,דן,אוטובוס,תל אביב יפו,קריית חינוך,תל אביב יפו,מסוף הטייסים,47,15.156,03:30:00,04:18:43,49,53,4,18.6,17.2,58602725
05/01/2024,שישי,03:00,10,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-10,2296,1,0,דן,אוטובוס,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,57,20.631,03:30:00,04:35:09,65,62,-3,19.0,20.0,58602726
05/01/2024,שישי,03:00,89,מסוף קריית שרת-חולון<->משמר הירדן/טורקוב-תל אביב יפו-20,9788,2,0,דן,אוטובוס,חולון,מסוף קריית שרת,תל אביב יפו,משמר הירדן/טורקוב,49,19.583,03:30:00,04:28:59,59,66,7,19.9,17.8,58602728
05/01/2024,שישי,03:00,116,מסוף קרית אונו-קרית אונו<->קלצ'קין-תל אביב יפו-20,34620,2,0,דן,אוטובוס,קרית אונו,מסוף קרית אונו,תל אביב יפו,קלצ'קין,32,17.044,03:30:00,04:15:29,45,47,2,22.7,21.8,58602737
05/01/2024,שישי,03:00,46,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,21189,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,48,15.233,03:30:00,04:21:59,52,69,17,17.6,13.2,58602738
05/01/2024,שישי,03:00,64,הרב עובדיה יוסף/שלום צלח-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,17905,1,0,אלקטרה אפיקים,אוטובוס,פתח תקווה,הרב עובדיה יוסף/שלום צלח,תל אביב יפו,מסוף כרמלית/הורדה,52,18.984,03:30:00,04:28:59,59,58,-1,19.3,19.6,58602739
05/01/2024,שישי,03:00,163,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,3314,2,#,אגד,אוטובוס,ראשון לציון,ת. מרכזית רשל''צ/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,37,17.928,03:30:00,04:18:16,48,53,5,22.4,20.3,58602745
05/01/2024,שישי,03:00,20,מסוף אזורי חן-תל אביב יפו<->בית רבקה-פתח תקווה-20,23822,2,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף אזורי חן,פתח תקווה,בית רבקה,58,20.419,03:30:00,04:33:16,63,67,4,19.4,18.3,58602749
05/01/2024,שישי,03:00,238,דרך מנחם בגין/קופת חולים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,17826,1,0,דן,אוטובוס,פתח תקווה,דרך מנחם בגין/קופת חולים,תל אביב יפו,מסוף כרמלית/הורדה,48,19.957,03:30:00,04:29:16,59,65,6,20.3,18.4,58602751
05/01/2024,שישי,03:00,61,מסוף עמידר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2512,2,0,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,מסוף כרמלית/הורדה,35,11.29,03:28:00,04:07:59,40,42,2,16.9,16.1,58602760
05/01/2024,שישי,03:00,68,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,987,1,0,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,קרית אונו,מסוף קרית אונו,43,18.865,03:30:00,04:19:41,50,52,2,22.6,21.8,58602769
05/01/2024,שישי,03:00,19,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף אבי האסירים-ראשון לציון-20,2342,2,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,ראשון לציון,מסוף אבי האסירים,41,16.935,03:30:00,04:26:59,57,56,-1,17.8,18.1,58602770
05/01/2024,שישי,03:00,53,קהילות יעקב/רבי יוסף צבי רימון-בני ברק<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,25958,2,0,דן,אוטובוס,בני ברק,קהילות יעקב/רבי יוסף צבי רימון,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,26,9.682,03:30:00,04:02:33,33,35,2,17.6,16.6,58602772
05/01/2024,שישי,03:00,531,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->קרית הספורט/וייצמן-רעננה-2#,5226,2,#,מטרופולין,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,רעננה,קרית הספורט/וייצמן,41,17.484,03:30:00,04:24:59,55,49,-6,19.1,21.4,58602774
05/01/2024,שישי,03:00,475,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית לוד/הורדה-לוד-20,10955,2,0,קווים,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,לוד,ת. מרכזית לוד/הורדה,32,21.262,03:30:00,04:10:31,41,49,8,31.1,26.0,58602779
05/01/2024,שישי,03:00,601,ת. רכבת נתניה-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,698,1,#,מטרופולין,אוטובוס,נתניה,ת. רכבת נתניה,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,47,33.278,03:30:00,04:42:23,72,76,4,27.7,26.3,58602781
05/01/2024,שישי,03:00,123,הכניסה הצפונית-קלנסווה<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,16748,2,#,מטרופולין,אוטובוס,קלנסווה,הכניסה הצפונית,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,48,42.706,03:30:00,04:34:18,64,68,4,40.0,37.7,58602784
05/01/2024,שישי,03:00,605,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית נתניה-נתניה-2#,712,2,#,מטרופולין,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,נתניה,ת. מרכזית נתניה,30,31.614,03:30:00,04:26:08,56,47,-9,33.9,40.4,58602785
05/01/2024,שישי,03:00,633,ביר אל סיכה-זמר<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,19971,2,0,קווים,אוטובוס,זמר,ביר אל סיכה,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,46,65.477,03:30:00,05:00:48,91,86,-5,43.2,45.7,58602793
05/01/2024,שישי,03:00,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2256,2,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34,10.239,03:28:00,04:04:34,37,45,8,16.6,13.7,58602807
05/01/2024,שישי,03:00,451,ת. מרכזית רמלה/רציפים-רמלה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,11933,1,0,קווים,אוטובוס,רמלה,ת. מרכזית רמלה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,31,19.76,03:30:00,04:08:59,39,39,0,30.4,30.4,58602808
05/01/2024,שישי,03:00,65,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2524,1,0,דן,אוטובוס,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,41,14.005,03:30:00,04:18:59,49,48,-1,17.1,17.5,58602850
