date,day,hour_rounded,line_num,line_name,route_id,direction,alternative,agency_name,route_type,origin_city,origin_station,destination_city,destination_station,number_of_stops,route_length_km,departure_time_planned,arrival_time_planned,duration_min_planned,duration_min_actual,duration_difference_min,speed_kmh_planned,speed_kmh_actual,SIRI_id
2024-01-05,Friday,4,193,ת. רכבת הראשונים-ראשון לציון<->מסוף רדינג/הורדה-תל אביב יפו-2#,25435,2,#,Egged,bus,ראשון לציון,ת. רכבת הראשונים,תל אביב יפו,מסוף רדינג/הורדה,35,23.169,04:15:00,05:06:59,52,49.0,-3.0,26.7,28.4,58605127
2024-01-05,Friday,4,267,מסוף עמידר-רמת גן<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-21,26618,2,1,Dan,bus,רמת גן,מסוף עמידר,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,24,7.282,04:10:00,04:38:48,29,22.0,-7.0,15.1,19.9,58605136
2024-01-05,Friday,4,286,מגרש כדורגל-אריאל<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-1#,9268,1,#,Tnufa,bus,אריאל,מגרש כדורגל,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,43,48.815,04:10:00,05:29:03,79,76.0,-3.0,37.1,38.5,58605137
2024-01-05,Friday,4,405,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-3#,6941,3,#,Egged,bus,ירושלים,ת. מרכזית ירושלים קומה 3/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,4,51.238,04:15:00,05:03:59,49,47.0,-2.0,62.7,65.4,58605143
2024-01-05,Friday,4,115,מסוף קרית אונו-קרית אונו<->מסוף רדינג/הורדה-תל אביב יפו-10,27901,1,0,Metropolin,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף רדינג/הורדה,26,15.77,04:15:00,05:05:33,51,51.0,0.0,18.6,18.6,58605146
2024-01-05,Friday,4,17,הרב שלמה גורן/מבטחים-גבעת שמואל<->מסוף עתידים-תל אביב יפו-20,18007,2,0,Dan,bus,גבעת שמואל,הרב שלמה גורן/מבטחים,תל אביב יפו,מסוף עתידים,40,10.789,04:10:00,04:42:59,33,40.0,7.0,19.6,16.2,58605152
2024-01-05,Friday,4,4,מסוף רדינג/רציפים-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,2255,1,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,תל אביב יפו,מסוף הטייסים,33,10.605,04:15:00,04:51:59,37,52.0,15.0,17.2,12.2,58605169
2024-01-05,Friday,4,9,קריית חינוך-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,2293,1,0,Dan,bus,תל אביב יפו,קריית חינוך,תל אביב יפו,מסוף הטייסים,47,15.156,04:15:00,05:03:43,49,56.0,7.0,18.6,16.2,58605170
2024-01-05,Friday,4,153,בגין/טרומפלדור-בית דגן<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-22,8411,2,2,Kavim,bus,בית דגן,בגין/טרומפלדור,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,19,10.434,04:10:00,04:33:31,24,20.0,-4.0,26.1,31.3,58605171
2024-01-05,Friday,4,280,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-1#,50,1,#,Electra_Afikim,bus,אשדוד,ת. מרכזית אשדוד/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,16,38.15,04:15:00,05:05:06,50,49.0,-1.0,45.8,46.7,58605172
2024-01-05,Friday,4,461,ארבע עונות/נירים-לוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-11,8447,1,1,Kavim,bus,לוד,ארבע עונות/נירים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,49,26.113,04:15:00,05:11:59,57,51.0,-6.0,27.5,30.7,58605174
2024-01-05,Friday,4,89,מסוף קריית שרת-חולון<->משמר הירדן/טורקוב-תל אביב יפו-20,9788,2,0,Dan,bus,חולון,מסוף קריית שרת,תל אביב יפו,משמר הירדן/טורקוב,49,19.583,04:10:00,05:08:59,59,71.0,12.0,19.9,16.5,58605177
2024-01-05,Friday,4,89,משמר הירדן/טורקוב-תל אביב יפו<->שדרות ירושלים/מפרץ שלמה-חולון-10,9785,1,0,Dan,bus,תל אביב יפו,משמר הירדן/טורקוב,חולון,שדרות ירושלים/מפרץ שלמה,50,19.863,04:15:00,05:16:59,62,68.0,6.0,19.2,17.5,58605180
2024-01-05,Friday,4,369,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,8162,2,#,Metropolin,bus,באר שבע,ת.מרכזית באר שבע/רציפים בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,34,102.976,04:15:00,06:10:01,115,111.0,-4.0,53.7,55.7,58605191
2024-01-05,Friday,4,369,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית באר שבע/הורדה-באר שבע-1#,8151,1,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,באר שבע,ת.מרכזית באר שבע/הורדה,35,102.691,04:15:00,06:23:59,129,124.0,-5.0,47.8,49.7,58605194
2024-01-05,Friday,4,201,ת. מרכזית רחובות/רציפים-רחובות<->יוסף לוי/הכובשים-תל אביב יפו-2#,3356,2,#,Egged,bus,רחובות,ת. מרכזית רחובות/רציפים,תל אביב יפו,יוסף לוי/הכובשים,55,25.904,04:15:00,05:24:44,70,67.0,-3.0,22.2,23.2,58605199
2024-01-05,Friday,4,68,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,987,1,0,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,קרית אונו,מסוף קרית אונו,43,18.865,04:10:00,04:59:41,50,61.0,11.0,22.6,18.6,58605236
2024-01-05,Friday,4,475,ארבע עונות/נירים-לוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-11,128,1,1,Kavim,bus,לוד,ארבע עונות/נירים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,44,24.576,04:00:00,04:48:59,49,40.0,-9.0,30.1,36.9,58605257
2024-01-05,Friday,4,389,ת. מרכזית ערד/רציפים-ערד<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-2#,7423,2,#,Egged,bus,ערד,ת. מרכזית ערד/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,8,120.926,04:15:00,05:54:59,100,95.0,-5.0,72.6,76.4,58605273
2024-01-05,Friday,4,63,הכובשים/דניאל-תל אביב יפו<->מסוף אלוף שדה-רמת גן-10,2517,1,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,רמת גן,מסוף אלוף שדה,31,10.573,04:18:00,04:59:59,42,51.0,9.0,15.1,12.4,58605294
2024-01-05,Friday,4,172,חניון תמנע-חולון<->מסוף רדינג/הורדה-תל אביב יפו-20,9809,2,0,Dan,bus,חולון,חניון תמנע,תל אביב יפו,מסוף רדינג/הורדה,55,16.963,04:15:00,05:15:11,60,68.0,8.0,17.0,15.0,58605301
2024-01-05,Friday,4,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2256,2,0,Dan,bus,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34,10.239,04:18:00,04:54:34,37,50.0,13.0,16.6,12.3,58605312
2024-01-05,Friday,4,10,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-10,2296,1,0,Dan,bus,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,57,20.631,04:18:00,05:23:09,65,73.0,8.0,19.0,17.0,58605313
2024-01-05,Friday,4,55,מסוף רדינג/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,974,1,0,Metropolin,bus,תל אביב יפו,מסוף רדינג/רציפים,קרית אונו,מסוף קרית אונו,53,17.077,04:15:00,05:12:08,57,58.0,1.0,18.0,17.7,58605326
2024-01-05,Friday,4,567,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->תחנה מרכזית כפ''ס/הורדה-כפר סבא-2#,5252,2,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,כפר סבא,תחנה מרכזית כפ''ס/הורדה,26,21.012,04:15:00,04:55:58,41,531.0,490.0,30.7,2.4,58605333
2024-01-05,Friday,4,300,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,7395,2,#,Egged,bus,אשקלון,ת. מרכזית אשקלון רציפים/בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,15,53.662,04:20:00,05:24:59,65,54.0,-11.0,49.5,59.6,58605360
2024-01-05,Friday,4,300,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת.מרכזית אשקלון/הורדה-אשקלון-1#,7393,1,#,Egged,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,אשקלון,ת.מרכזית אשקלון/הורדה,18,53.817,04:20:00,05:15:59,56,58.0,2.0,57.7,55.7,58605361
2024-01-05,Friday,4,61,מסוף עמידר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2512,2,0,Dan,bus,רמת גן,מסוף עמידר,תל אביב יפו,מסוף כרמלית/הורדה,35,11.29,04:20:00,04:59:59,40,54.0,14.0,16.9,12.5,58605368
2024-01-05,Friday,4,66,ת. מרכזית פ''ת/רציפים-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,2532,1,0,Dan,bus,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,מסוף כרמלית/הורדה,42,15.464,04:20:00,05:09:06,49,57.0,8.0,18.9,16.3,58605372
2024-01-05,Friday,4,66,הכובשים/דניאל-תל אביב יפו<->ת. מרכזית פ''ת/הורדה-פתח תקווה-20,2533,2,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,פתח תקווה,ת. מרכזית פ''ת/הורדה,43,15.787,04:20:00,05:13:20,53,71.0,18.0,17.9,13.3,58605373
2024-01-05,Friday,4,12,קריית חינוך-תל אביב יפו<->מסוף עתידים-תל אביב יפו-2#,23398,2,#,Metropolin,bus,תל אביב יפו,קריית חינוך,תל אביב יפו,מסוף עתידים,45,13.289,04:20:00,05:03:54,44,37.0,-7.0,18.1,21.5,58605390
2024-01-05,Friday,4,266,מסוף עתידים-תל אביב יפו<->בית רבקה-פתח תקווה-20,16216,2,0,Dan,bus,תל אביב יפו,מסוף עתידים,פתח תקווה,בית רבקה,37,13.723,04:20:00,04:58:59,39,55.0,16.0,21.1,15.0,58605401
2024-01-05,Friday,4,51,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->ת. מרכזית פ''ת/הורדה-פתח תקווה-20,2492,2,0,Dan,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,פתח תקווה,ת. מרכזית פ''ת/הורדה,44,15.024,04:20:00,05:06:59,47,54.0,7.0,19.2,16.7,58605406
2024-01-05,Friday,4,52,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף עתידים-תל אביב יפו-10,2494,1,0,Dan,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,תל אביב יפו,מסוף עתידים,32,11.272,04:20:00,04:57:06,37,51.0,14.0,18.3,13.3,58605407
2024-01-05,Friday,4,104,מסוף כרמלית-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,9791,1,0,Dan,bus,תל אביב יפו,מסוף כרמלית,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,37,12.102,04:20:00,05:05:16,45,47.0,2.0,16.1,15.4,58605416
2024-01-05,Friday,4,37,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מסוף יהוד/הורדה-יהוד מונוסון-10,965,1,0,Kavim,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,יהוד מונוסון,מסוף יהוד/הורדה,34,15.821,04:20:00,04:57:48,38,52.0,14.0,25.0,18.3,58605418
2024-01-05,Friday,4,909,ת. מרכזית נהריה/רציפים-נהריה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2נ,7188,2,נ,Egged,bus,נהריה,ת. מרכזית נהריה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,19,111.945,04:20:00,06:28:13,128,113.0,-15.0,52.5,59.4,58605420
2024-01-05,Friday,4,68,מסוף קרית אונו-קרית אונו<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,989,2,0,Metropolin,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,39,18.759,04:15:00,05:04:58,50,47.0,-3.0,22.5,23.9,58605421
2024-01-05,Friday,4,19,מסוף אבי האסירים-ראשון לציון<->מסוף כרמלית/הורדה-תל אביב יפו-10,2340,1,0,Dan,bus,ראשון לציון,מסוף אבי האסירים,תל אביב יפו,מסוף כרמלית/הורדה,46,17.556,04:20:00,05:18:59,59,58.0,-1.0,17.9,18.2,58605422
2024-01-05,Friday,4,17,בי''ח וולפסון-חולון<->יוסף לוי/הכובשים-תל אביב יפו-20,2327,2,0,Dan,bus,חולון,בי''ח וולפסון,תל אביב יפו,יוסף לוי/הכובשים,23,6.333,04:20:00,04:45:36,26,30.0,4.0,14.6,12.7,58605423
2024-01-05,Friday,4,189,מסוף עתידים-תל אביב יפו<->שדרות ירושלים/מפרץ שלמה-חולון-10,9811,1,0,Dan,bus,תל אביב יפו,מסוף עתידים,חולון,שדרות ירושלים/מפרץ שלמה,52,21.354,04:15:00,05:22:19,67,61.0,-6.0,19.1,21.0,58605426
2024-01-05,Friday,4,289,חניון תמנע-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,9824,2,0,Dan,bus,חולון,חניון תמנע,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,54,20.539,04:20:00,05:27:43,68,71.0,3.0,18.1,17.4,58605428
2024-01-05,Friday,4,161,הכובשים/דניאל-תל אביב יפו<->קהילות יעקב/רבי יוסף צבי רימון-בני ברק-10,9806,1,0,Dan,bus,תל אביב יפו,הכובשים/דניאל,בני ברק,קהילות יעקב/רבי יוסף צבי רימון,37,11.119,04:20:00,04:57:00,37,54.0,17.0,18.0,12.4,58605430
2024-01-05,Friday,4,172,מסוף רדינג/רציפים-תל אביב יפו<->חניון תמנע-חולון-10,9808,1,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,חולון,חניון תמנע,53,17.211,04:20:00,05:18:59,59,69.0,10.0,17.5,15.0,58605431
2024-01-05,Friday,4,88,יצחק אלחנן/הכובשים-תל אביב יפו<->שדרות ירושלים/מפרץ שלמה-חולון-1#,9855,1,#,Egged,bus,תל אביב יפו,יצחק אלחנן/הכובשים,חולון,שדרות ירושלים/מפרץ שלמה,47,13.281,04:20:00,05:06:59,47,54.0,7.0,17.0,14.8,58605433
2024-01-05,Friday,4,88,מסוף קריית שרת-חולון<->יוסף לוי/הכובשים-תל אביב יפו-2#,9857,2,#,Egged,bus,חולון,מסוף קריית שרת,תל אביב יפו,יוסף לוי/הכובשים,47,13.428,04:20:00,05:08:53,49,55.0,6.0,16.4,14.6,58605434
2024-01-05,Friday,4,126,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-1#,9866,1,#,Metropolin,bus,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,52,18.813,04:20:00,05:20:59,61,79.0,18.0,18.5,14.3,58605435
2024-01-05,Friday,4,26,חניון חולון/תחנת מוצא-חולון<->קריית חינוך-תל אביב יפו-1#,9842,1,#,Metropolin,bus,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,קריית חינוך,43,19.254,04:20:00,05:20:59,61,63.0,2.0,18.9,18.3,58605439
2024-01-05,Friday,4,173,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת. מרכזית ראשל''צ-ראשון לציון-2#,9875,2,#,Egged,bus,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,ראשון לציון,ת. מרכזית ראשל''צ,40,18.938,04:20:00,05:11:16,51,57.0,6.0,22.3,19.9,58605440
2024-01-05,Friday,4,171,מסוף אזורי חן-תל אביב יפו<->חניון אגד/דן שומרון-חולון-1#,9872,1,#,Egged,bus,תל אביב יפו,מסוף אזורי חן,חולון,חניון אגד/דן שומרון,41,18.291,04:20:00,05:12:59,53,62.0,9.0,20.7,17.7,58605442
2024-01-05,Friday,4,171,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-2#,9873,2,#,Egged,bus,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,39,17.879,04:20:00,05:06:59,47,64.0,17.0,22.8,16.8,58605443
2024-01-05,Friday,4,44,מסוף עתידים-תל אביב יפו<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,25955,1,0,Dan,bus,תל אביב יפו,מסוף עתידים,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52,19.102,04:15:00,05:14:59,60,53.0,-7.0,19.1,21.6,58605444
2024-01-05,Friday,4,44,משרד הרישוי/הלוחמים-חולון<->מסוף עתידים-תל אביב יפו-20,25956,2,0,Dan,bus,חולון,משרד הרישוי/הלוחמים,תל אביב יפו,מסוף עתידים,51,19.522,04:20:00,05:21:01,61,66.0,5.0,19.2,17.7,58605445
2024-01-05,Friday,4,13,בי''ח וולפסון-חולון<->בית ברבור/דרך ההגנה-תל אביב יפו-2#,36504,2,#,Metropolin,bus,חולון,בי''ח וולפסון,תל אביב יפו,בית ברבור/דרך ההגנה,44,12.751,04:15:00,05:11:59,57,46.0,-11.0,13.4,16.6,58605457
2024-01-05,Friday,4,125,ת.רק''ל הקוממיות/דרך בגין-בת ים<->קריית חינוך-תל אביב יפו-20,2963,2,0,Dan,bus,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,קריית חינוך,57,19.918,04:20:00,05:26:38,67,68.0,1.0,17.8,17.6,58605462
2024-01-05,Friday,4,141,מסוף יהוד/עליה-יהוד מונוסון<->מסוף הלוחמים/משרד הרישוי-תל אביב יפו-10,29265,1,0,Dan,bus,יהוד מונוסון,מסוף יהוד/עליה,תל אביב יפו,מסוף הלוחמים/משרד הרישוי,52,21.888,04:20:00,05:17:45,58,61.0,3.0,22.6,21.5,58605469
2024-01-05,Friday,4,575,תחנה מרכזית כפ''ס/רציפים-כפר סבא<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-1#,5272,1,#,Metropolin,bus,כפר סבא,תחנה מרכזית כפ''ס/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,27,22.012,04:20:00,05:03:09,43,42.0,-1.0,30.7,31.4,58605475
2024-01-05,Friday,4,23,מסוף כורזין-גבעתיים<->מסוף כרמלית/הורדה-תל אביב יפו-20,24224,2,0,Dan,bus,גבעתיים,מסוף כורזין,תל אביב יפו,מסוף כרמלית/הורדה,22,7.32,04:20:00,04:51:59,32,33.0,1.0,13.7,13.3,58605486
2024-01-05,Friday,4,47,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מסוף רעננה/הפנינה-רעננה-2#,7700,2,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רעננה,מסוף רעננה/הפנינה,44,20.971,04:20:00,05:24:30,64,66.0,2.0,19.7,19.1,58605489
2024-01-05,Friday,4,166,ת.רכבת תל אביב - סבידור/רציפים C-תל אביב יפו<->דרך מנחם בגין/קופת חולים-פתח תקווה-20,2739,2,0,Dan,bus,תל אביב יפו,ת.רכבת תל אביב - סבידור/רציפים C,פתח תקווה,דרך מנחם בגין/קופת חולים,34,18.462,04:20:00,05:04:59,45,43.0,-2.0,24.6,25.8,58605497
2024-01-05,Friday,4,635,בת חפר/שדרות עמק חפר-בת חפר<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-10,26478,1,0,Kavim,bus,בת חפר,בת חפר/שדרות עמק חפר,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,33,46.221,04:15:00,05:12:58,58,63.0,5.0,47.8,44.0,58605539
2024-01-05,Friday,4,17,מסוף עתידים-תל אביב יפו<->הרב שלמה גורן/מבטחים-גבעת שמואל-10,18006,1,0,Dan,bus,תל אביב יפו,מסוף עתידים,גבעת שמואל,הרב שלמה גורן/מבטחים,37,10.584,04:15:00,04:45:59,31,55.0,24.0,20.5,11.5,58605541
2024-01-05,Friday,4,480,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-3#,7023,3,#,Egged,bus,ירושלים,ת. מרכזית ירושלים קומה 3/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,3,51.631,04:20:00,05:08:50,49,47.0,-2.0,63.2,65.9,58605554
2024-01-05,Friday,4,11,מסוף הטייסים-תל אביב יפו<->קלצ'קין-תל אביב יפו-20,28855,2,0,Dan,bus,תל אביב יפו,מסוף הטייסים,תל אביב יפו,קלצ'קין,28,10.339,04:20:00,04:53:01,33,37.0,4.0,18.8,16.8,58605555
2024-01-05,Friday,4,825,ת.מרכזית עפולה/רציפים-עפולה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-2#,7070,2,#,Egged,bus,עפולה,ת.מרכזית עפולה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,31,89.284,04:20:00,06:07:59,108,97.0,-11.0,49.6,55.2,58605561
2024-01-05,Friday,4,7,מסוף עתידים-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,2278,1,0,Dan,bus,תל אביב יפו,מסוף עתידים,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,51,14.727,04:15:00,05:06:59,52,57.0,5.0,17.0,15.5,58605568
2024-01-05,Friday,4,178,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->גיבורי החיל/הנמל-יבנה-2#,40,2,#,Electra_Afikim,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,יבנה,גיבורי החיל/הנמל,31,28.491,04:20:00,05:05:09,45,45.0,0.0,38.0,38.0,58605570
2024-01-05,Friday,4,33,איצטדיון וינטר-רמת גן<->מסוף רדינג/הורדה-תל אביב יפו-20,9776,2,0,Dan,bus,רמת גן,איצטדיון וינטר,תל אביב יפו,מסוף רדינג/הורדה,41,14.839,04:15:00,05:11:00,56,50.0,-6.0,15.9,17.8,58605573
2024-01-05,Friday,4,39,מסוף רדינג/רציפים-תל אביב יפו<->מסוף עמידר-רמת גן-10,9779,1,0,Dan,bus,תל אביב יפו,מסוף רדינג/רציפים,רמת גן,מסוף עמידר,37,11.944,04:20:00,05:01:59,42,51.0,9.0,17.1,14.1,58605574
2024-01-05,Friday,4,72,חניון אגד/חורשת היובל-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,9783,2,0,Dan,bus,חולון,חניון אגד/חורשת היובל,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,41,14.753,04:20:00,05:07:59,48,55.0,7.0,18.4,16.1,58605575
2024-01-05,Friday,4,605,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,711,1,#,Metropolin,bus,נתניה,ת. מרכזית נתניה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,33,31.636,04:20:00,05:19:29,59,61.0,2.0,32.2,31.1,58605588
2024-01-05,Friday,4,601,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. רכבת נתניה-נתניה-2#,700,2,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,נתניה,ת. רכבת נתניה,45,33.224,04:20:00,05:25:59,66,70.0,4.0,30.2,28.5,58605589
2024-01-05,Friday,4,46,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,21189,2,0,Dan,bus,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,48,15.233,04:20:00,05:11:59,52,63.0,11.0,17.6,14.5,58605590
2024-01-05,Friday,4,64,הרב עובדיה יוסף/שלום צלח-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,17905,1,0,Electra_Afikim,bus,פתח תקווה,הרב עובדיה יוסף/שלום צלח,תל אביב יפו,מסוף כרמלית/הורדה,52,18.984,04:20:00,05:18:59,59,51.0,-8.0,19.3,22.3,58605591
2024-01-05,Friday,4,28,מסוף קרית אונו-קרית אונו<->מסוף גולדה/הורדה-תל אביב יפו-20,27304,2,0,Dan,bus,קרית אונו,מסוף קרית אונו,תל אביב יפו,מסוף גולדה/הורדה,50,15.108,04:15:00,05:02:03,47,48.0,1.0,19.3,18.9,58605598
2024-01-05,Friday,4,20,בית חולים בית רבקה-פתח תקווה<->מסוף אזורי חן-תל אביב יפו-10,23821,1,0,Electra_Afikim,bus,פתח תקווה,בית חולים בית רבקה,תל אביב יפו,מסוף אזורי חן,55,19.552,04:20:00,05:22:59,63,67.0,4.0,18.6,17.5,58605601
2024-01-05,Friday,4,20,מסוף אזורי חן-תל אביב יפו<->בית רבקה-פתח תקווה-20,23822,2,0,Electra_Afikim,bus,תל אביב יפו,מסוף אזורי חן,פתח תקווה,בית רבקה,58,20.419,04:20:00,05:23:16,63,80.0,17.0,19.4,15.3,58605602
2024-01-05,Friday,4,910,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->ת. מרכזית חוף הכרמל/הורדה-חיפה-1#,7189,1,#,Egged,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,חיפה,ת. מרכזית חוף הכרמל/הורדה,23,84.845,04:17:00,05:42:43,86,83.0,-3.0,59.2,61.3,58605631
2024-01-05,Friday,4,532,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->מחנה צבא/אהרון יריב-רמת השרון-2#,5230,2,#,Metropolin,bus,תל אביב יפו,ת.מרכזית תל אביב קומה 6/רציפים,רמת השרון,מחנה צבא/אהרון יריב,16,12.346,04:20:00,04:50:56,31,35.0,4.0,23.9,21.2,58605644
2024-01-05,Friday,4,74,ת. רכבת הראשונים-ראשון לציון<->מסוף רדינג/הורדה-תל אביב יפו-2#,25571,2,#,Egged,bus,ראשון לציון,ת. רכבת הראשונים,תל אביב יפו,מסוף רדינג/הורדה,37,20.077,04:15:00,05:09:59,55,51.0,-4.0,21.9,23.6,58605646
2024-01-05,Friday,4,83,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,3173,2,#,Egged,bus,ראשון לציון,ת. מרכזית רשל''צ/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,57,20.505,04:20:00,05:27:13,67,73.0,6.0,18.4,16.9,58605647
2024-01-05,Friday,4,19,מסוף כרמלית/הכרמל-תל אביב יפו<->מסוף אבי האסירים-ראשון לציון-20,2342,2,0,Dan,bus,תל אביב יפו,מסוף כרמלית/הכרמל,ראשון לציון,מסוף אבי האסירים,41,16.935,04:18:00,05:14:59,57,54.0,-3.0,17.8,18.8,58605664
